GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Apache PDFBox,org.apache.pdfbox.pdfwriter.compress,CompressParameters,5,32,1,3,1,10,1,6,0,5
Apache PDFBox,org.apache.pdfbox.pdfwriter.compress,COSWriterCompressionPool,10,416,11,79,3,97,11,47,0,13
Apache PDFBox,org.apache.pdfbox.pdfwriter.compress,COSObjectPool,19,119,8,12,3,26,7,10,0,7
Apache PDFBox,org.apache.pdfbox.pdfwriter.compress,COSWriterObjectStream.DirectAccessByteArrayOutputStream,0,9,0,0,0,2,0,2,0,2
Apache PDFBox,org.apache.pdfbox.pdfwriter.compress,COSWriterObjectStream,45,424,14,40,11,115,12,30,0,15
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible,PDFTemplateCreator,241,0,0,0,58,0,5,0,5,0
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible,PDVisibleSigBuilder,666,0,2,0,181,0,33,0,32,0
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible,PDVisibleSignDesigner,716,0,6,0,128,0,44,0,40,0
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible,PDVisibleSigProperties,82,0,0,0,29,0,18,0,18,0
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.digitalsignature.visible,PDFTemplateStructure,192,0,0,0,82,0,55,0,55,0
Apache PDFBox,org.apache.pdfbox.pdfwriter,COSWriter,523,2191,80,208,95,540,69,136,7,54
Apache PDFBox,org.apache.pdfbox.pdfwriter,ContentStreamWriter,22,325,3,31,6,77,5,21,2,7
Apache PDFBox,org.apache.pdfbox.pdfwriter,COSStandardOutputStream,4,104,0,2,2,28,1,11,1,10
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.form,PDComboBox,13,35,0,2,3,11,2,4,2,3
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.form,PDTerminalField,66,146,10,16,16,41,11,12,2,8
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.form,PDFieldTree,5,18,1,1,1,6,1,3,0,3
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.form,PDFieldFactory,17,159,8,24,4,31,7,13,0,4
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.form,PDListBox,0,39,0,2,0,12,0,6,0,5
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.form,PDChoice,61,306,10,32,15,78,17,31,7,20
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.form,PDAcroForm,246,717,37,83,59,168,42,63,16,29
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.form,FieldUtils.KeyValue,6,15,0,0,1,6,1,3,1,3
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.form,AppearanceGeneratorHelper,220,1566,43,147,60,353,37,85,0,26
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.form,PDVariableText,40,120,7,13,11,34,8,14,3,9
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.form,PDDefaultAppearanceString,41,211,8,23,11,69,9,23,1,14
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.form,PDField,202,164,29,19,45,45,31,18,12,13
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.form,FieldUtils,22,107,6,14,6,22,7,8,1,4
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.form,PDCheckBox,8,62,4,6,4,16,5,6,1,5
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.form,PDNonTerminalField,164,58,18,6,43,15,23,5,12,4
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.form,PDPushButton,22,17,4,0,8,6,8,3,6,3
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.form,PDButton,14,398,12,50,5,110,12,38,0,19
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.form,PDTextField,52,104,0,0,14,26,8,16,8,16
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.form,PDRadioButton,7,94,0,10,2,26,1,10,1,5
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.form,PDSignatureField,119,64,23,1,27,17,22,5,10,5
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.form,PDXFAResource,77,0,8,0,19,0,10,0,6,0
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive.form,PDFieldTree.FieldIterator,8,92,1,11,2,23,2,9,1,4
Apache PDFBox,org.apache.pdfbox.contentstream.operator.state,SetLineMiterLimit,7,26,2,2,2,8,2,3,0,3
Apache PDFBox,org.apache.pdfbox.contentstream.operator.state,SetLineWidth,7,26,2,2,2,8,2,3,0,3
Apache PDFBox,org.apache.pdfbox.contentstream.operator.state,Concatenate,7,68,2,2,2,15,2,3,0,3
Apache PDFBox,org.apache.pdfbox.contentstream.operator.state,SetMatrix,7,72,2,2,2,17,2,3,0,3
Apache PDFBox,org.apache.pdfbox.contentstream.operator.state,SetGraphicsStateParameters,7,45,2,4,2,15,2,5,0,4
Apache PDFBox,org.apache.pdfbox.contentstream.operator.state,SetLineJoinStyle,7,26,2,2,2,8,2,3,0,3
Apache PDFBox,org.apache.pdfbox.contentstream.operator.state,SetLineCapStyle,7,26,2,2,2,8,2,3,0,3
Apache PDFBox,org.apache.pdfbox.contentstream.operator.state,SetFlatness,7,27,2,2,2,8,2,3,0,3
Apache PDFBox,org.apache.pdfbox.contentstream.operator.state,SetRenderingIntent,7,26,2,2,2,9,2,3,0,3
Apache PDFBox,org.apache.pdfbox.contentstream.operator.state,SetLineDashPattern,19,65,5,7,8,18,5,5,0,4
Apache PDFBox,org.apache.pdfbox.contentstream.operator.state,EmptyGraphicsStackException,4,0,0,0,2,0,1,0,1,0
Apache PDFBox,org.apache.pdfbox.contentstream.operator.state,Restore,4,17,1,1,1,7,1,3,0,3
Apache PDFBox,org.apache.pdfbox.contentstream.operator.state,Save,0,10,0,0,0,5,0,3,0,3
Apache PDFBox,org.apache.pdfbox.pdfparser,EndstreamFilterStream,5,177,9,31,0,40,8,15,0,3
Apache PDFBox,org.apache.pdfbox.pdfparser,XrefParser,223,903,47,85,64,208,41,40,0,15
Apache PDFBox,org.apache.pdfbox.pdfparser,XrefTrailerResolver.XRefType,0,15,0,0,0,3,0,1,0,1
Apache PDFBox,org.apache.pdfbox.pdfparser,PDFXrefStreamParser,44,278,11,25,10,49,11,13,0,6
Apache PDFBox,org.apache.pdfbox.pdfparser,BaseParser,85,573,19,105,19,161,18,73,0,25
Apache PDFBox,org.apache.pdfbox.pdfparser,PDFXrefStreamParser.ObjectNumbers,17,166,6,14,4,32,6,7,0,3
Apache PDFBox,org.apache.pdfbox.pdfparser,COSParser,655,2422,172,296,138,552,138,156,5,51
Apache PDFBox,org.apache.pdfbox.pdfparser,PDFObjectStreamParser,25,313,13,31,5,71,13,15,0,6
Apache PDFBox,org.apache.pdfbox.pdfparser,BruteForceParser,220,1416,68,158,53,318,53,83,0,23
Apache PDFBox,org.apache.pdfbox.pdfparser,FDFParser,19,38,5,3,4,13,4,3,0,3
Apache PDFBox,org.apache.pdfbox.pdfparser,PDFXRefStream,6,477,2,46,2,96,2,32,0,10
Apache PDFBox,org.apache.pdfbox.pdfparser,XrefTrailerResolver.XrefTrailerObj,4,14,0,0,2,5,1,1,1,1
Apache PDFBox,org.apache.pdfbox.pdfparser,PDFParser,32,107,5,13,9,29,10,10,5,6
Apache PDFBox,org.apache.pdfbox.pdfparser,XrefTrailerResolver,147,195,19,19,40,46,20,15,6,10
Apache PDFBox,org.apache.pdfbox.pdfparser,PDFStreamParser,152,636,51,136,38,137,45,64,1,10
Apache PDFBox,org.apache.pdfbox.text,PDFTextStripper,228,2150,52,276,76,549,66,192,22,72
Apache PDFBox,org.apache.pdfbox.text,TextPosition,364,1029,65,107,81,196,58,69,13,28
Apache PDFBox,org.apache.pdfbox.text,PDFTextStripper.PositionWrapper,7,55,0,0,3,22,2,10,2,10
Apache PDFBox,org.apache.pdfbox.text,TextPositionComparator,0,73,0,14,0,16,0,9,0,2
Apache PDFBox,org.apache.pdfbox.text,PDFMarkedContentExtractor,12,225,6,22,5,57,9,17,3,9
Apache PDFBox,org.apache.pdfbox.text,PDFTextStripper.WordWithTextPositions,0,15,0,0,0,6,0,3,0,3
Apache PDFBox,org.apache.pdfbox.text,PDFTextStripperByArea,0,171,1,7,0,40,1,13,0,10
Apache PDFBox,org.apache.pdfbox.text,PDFTextStripper.LineItem,0,29,0,2,0,10,0,7,0,6
Apache PDFBox,org.apache.pdfbox.text,LegacyPDFStreamEngine,39,510,14,38,11,110,14,18,1,5
Apache PDFBox,org.apache.pdfbox.pdmodel.common,COSDictionaryMap,149,76,14,6,34,21,23,6,14,5
Apache PDFBox,org.apache.pdfbox.pdmodel.common,COSArrayList,414,237,56,20,92,57,49,25,20,16
Apache PDFBox,org.apache.pdfbox.pdmodel.common,PDPageLabelRange,33,44,5,1,10,14,6,7,3,7
Apache PDFBox,org.apache.pdfbox.pdmodel.common,PDImmutableRectangle,0,25,0,0,0,6,0,5,0,5
Apache PDFBox,org.apache.pdfbox.pdmodel.common,PDPageLabels.LabelGenerator,74,267,10,16,13,32,11,12,2,6
Apache PDFBox,org.apache.pdfbox.pdmodel.common,PDTypedDictionaryWrapper,17,0,0,0,6,0,3,0,3,0
Apache PDFBox,org.apache.pdfbox.pdmodel.common,PDStream,232,140,20,10,60,40,27,19,16,15
Apache PDFBox,org.apache.pdfbox.pdmodel.common,PDRectangle,22,430,3,11,3,85,3,27,1,22
Apache PDFBox,org.apache.pdfbox.pdmodel.common,PDNameTreeNode,130,379,27,33,29,101,21,28,1,18
Apache PDFBox,org.apache.pdfbox.pdmodel.common,PDPageLabels,101,165,9,13,24,48,15,11,8,7
Apache PDFBox,org.apache.pdfbox.pdmodel.common,PDNumberTreeNode,37,470,9,49,7,114,9,35,0,15
Apache PDFBox,org.apache.pdfbox.pdmodel.common,PDDictionaryWrapper,6,32,1,3,2,11,2,5,1,4
Apache PDFBox,org.apache.pdfbox.pdmodel.common,PDMetadata,39,4,0,0,12,2,4,1,4,1
Apache PDFBox,org.apache.pdfbox.pdmodel.common,PDObjectStream,69,0,2,0,17,0,10,0,9,0
Apache PDFBox,org.apache.pdfbox.pdmodel.common,PDRange,18,80,0,0,6,18,4,6,4,6
Apache PDFBox,org.apache.pdfbox.pdmodel.graphics.state,PDGraphicsState,73,436,6,12,19,133,19,51,13,48
Apache PDFBox,org.apache.pdfbox.pdmodel.graphics.state,RenderingIntent,0,67,0,4,0,13,0,6,0,4
Apache PDFBox,org.apache.pdfbox.pdmodel.graphics.state,RenderingMode,17,107,15,9,1,17,13,6,1,6
Apache PDFBox,org.apache.pdfbox.pdmodel.graphics.state,PDTextState,13,84,0,0,5,33,2,18,2,18
Apache PDFBox,org.apache.pdfbox.pdmodel.graphics.state,PDSoftMask,136,13,18,2,40,4,20,2,10,2
Apache PDFBox,org.apache.pdfbox.pdmodel.graphics.state,PDExtendedGraphicsState,317,343,39,45,83,83,58,33,30,19
Apache PDFBox,org.apache.pdfbox.pdmodel.fixup,AbstractFixup,0,6,0,0,0,3,0,1,0,1
Apache PDFBox,org.apache.pdfbox.pdmodel.fixup,AcroFormDefaultFixup,0,38,0,6,0,9,0,5,0,2
Apache PDFBox,org.apache.pdfbox.pdmodel.documentinterchange.prepress,PDBoxStyle,128,0,8,0,34,0,15,0,11,0
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive,PlainText,23,67,0,6,4,12,2,5,2,2
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive,PlainText.Paragraph,2,207,2,20,1,51,2,12,0,3
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive,AppearanceStyle,0,35,0,0,0,13,0,7,0,7
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive,PlainTextFormatter,14,274,5,24,2,63,4,15,0,3
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive,PlainText.Line,12,90,0,6,1,21,1,9,1,6
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive,TextAlign,2,64,1,3,1,9,1,5,0,4
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive,PlainText.Word,0,16,0,0,0,7,0,4,0,4
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive,PlainText.TextAttribute,0,10,0,0,0,3,0,2,0,2
Apache PDFBox,org.apache.pdfbox.pdmodel.interactive,PlainTextFormatter.Builder,5,60,0,0,2,22,1,8,1,8
Apache PDFBox,org.apache.pdfbox.pdmodel.documentinterchange.markedcontent,PDPropertyList,0,44,0,4,0,13,0,6,0,4
Apache PDFBox,org.apache.pdfbox.pdmodel.documentinterchange.markedcontent,PDMarkedContent,44,77,8,6,7,21,9,12,4,10
Apache PDFBox,org.apache.pdfbox.pdmodel,PDDocumentInformation,92,83,8,2,29,19,16,14,12,13
Apache PDFBox,org.apache.pdfbox.pdmodel,PDEmbeddedFilesNameTreeNode,10,20,1,3,3,5,2,4,1,3
Apache PDFBox,org.apache.pdfbox.pdmodel,PDPageTree.PageIterator,31,110,7,13,6,24,8,8,2,4
Apache PDFBox,org.apache.pdfbox.pdmodel,DefaultResourceCache,348,460,63,35,63,82,49,30,11,19
Apache PDFBox,org.apache.pdfbox.pdmodel,PDDocumentNameDestinationDictionary,28,9,6,0,8,4,4,2,1,2
Apache PDFBox,org.apache.pdfbox.pdmodel,PDStructureElementNameTreeNode,7,23,2,2,1,7,2,4,0,4
Apache PDFBox,org.apache.pdfbox.pdmodel,DefaultResourceCacheCreateImpl,0,16,0,0,0,6,0,3,0,3
Apache PDFBox,org.apache.pdfbox.pdmodel,PDDocumentCatalog,211,431,24,44,51,101,30,51,13,34
Apache PDFBox,org.apache.pdfbox.pdmodel,PDPageContentStream.AppendMode,2,33,1,3,0,6,1,4,0,3
Apache PDFBox,org.apache.pdfbox.pdmodel,PDDocumentNameDictionary,72,40,7,3,18,10,10,4,5,4
Apache PDFBox,org.apache.pdfbox.pdmodel,PageMode,0,84,0,4,0,15,0,6,0,4
Apache PDFBox,org.apache.pdfbox.pdmodel,PDJavascriptNameTreeNode,27,0,2,0,8,0,5,0,4,0
Apache PDFBox,org.apache.pdfbox.pdmodel,MissingResourceException,0,4,0,0,0,2,0,1,0,1
Apache PDFBox,org.apache.pdfbox.pdmodel,PDPageContentStream,48,139,2,18,16,35,9,13,7,5
Apache PDFBox,org.apache.pdfbox.pdmodel,PDAbstractContentStream,481,1643,74,170,131,395,77,129,15,69
Apache PDFBox,org.apache.pdfbox.pdmodel,PDResources,164,682,38,124,44,173,46,81,14,32
Apache PDFBox,org.apache.pdfbox.pdmodel,PDDocument,717,669,106,56,197,171,79,60,20,38
Apache PDFBox,org.apache.pdfbox.pdmodel,PDFormContentStream,9,0,0,0,2,0,1,0,1,0
Apache PDFBox,org.apache.pdfbox.pdmodel,PDDestinationNameTreeNode,15,18,2,2,5,7,4,2,2,2
Apache PDFBox,org.apache.pdfbox.pdmodel,PDPage,302,738,43,63,72,174,47,64,18,40
Apache PDFBox,org.apache.pdfbox.pdmodel,PageLayout,0,84,0,4,0,15,0,6,0,4
Apache PDFBox,org.apache.pdfbox.pdmodel,PDPatternContentStream,9,0,0,0,2,0,1,0,1,0
Apache PDFBox,org.apache.pdfbox.pdmodel,PDAppearanceContentStream,102,118,24,22,27,36,20,15,2,8
Apache PDFBox,org.apache.pdfbox.pdmodel,PDPageTree,163,499,23,59,38,127,25,39,3,20
Apache PDFBox,org.apache.pdfbox.pdmodel,PDPageTree.SearchContext,0,26,0,2,0,7,0,3,0,2
Apache PDFBox,org.apache.pdfbox.pdmodel,ResourceCacheFactory,6,16,1,1,2,6,3,3,2,3
Apache PDFBox,org.apache.pdfbox.pdmodel.graphics.shading,PDMeshBasedShadingType,457,0,43,0,104,0,28,0,5,0
Apache PDFBox,org.apache.pdfbox.pdmodel.graphics.shading,Type7ShadingContext,9,0,0,0,2,0,1,0,1,0
Apache PDFBox,org.apache.pdfbox.pdmodel.graphics.shading,PatchMeshesShadingContext,80,0,6,0,16,0,7,0,4,0
Apache PDFBox,org.apache.pdfbox.pdmodel.graphics.shading,Type6ShadingContext,9,0,0,0,2,0,1,0,1,0
Apache PDFBox,org.apache.pdfbox.pdmodel.graphics.shading,Vertex,58,0,4,0,10,0,4,0,2,0
Apache PDFBox,org.apache.pdfbox.pdmodel.graphics.shading,ShadedTriangle,701,0,35,0,79,0,29,0,11,0
Apache PDFBox,org.apache.pdfbox.pdmodel.graphics.shading,Type5ShadingPaint,42,0,0,0,8,0,4,0,4,0
Apache PDFBox,org.apache.pdfbox.pdmodel.graphics.shading,Type6ShadingPaint,42,0,0,0,8,0,4,0,4,0
Apache PDFBox,org.apache.pdfbox.pdmodel.graphics.shading,Patch,502,0,34,0,57,0,27,0,10,0
Apache PDFBox,org.apache.pdfbox.pdmodel.graphics.shading,Type4ShadingContext,33,0,0,0,8,0,2,0,2,0
